221.179.161.41 - - [18/Sep/2013:19:08:30] "GET /wp-content/themes/silesia/images/ico-twitter.png HTTP/1.1" [200] 138501 "-" "DNSPod-Monitor/1.0"
58.100.63.173 - - [18/Sep/2013:06:25:40] "HEAD / HTTP/1.1" [304] 0 "http://blog.fens.me/angularjs-webstorm-ide/" "DNSPod-Monitor/1.0"
203.192.6.59 - - [18/Sep/2013:14:07:09] "GET /wp-content/themes/silesia/images/crubms-div.png HTTP/1.1" [400] 20 "-" "-"
118.166.91.239 - - [18/Sep/2013:13:54:40] "GET /wp-content/themes/silesia/js/jquery.cycle.all.min.js HTTP/1.1" [200] 7554 "http://blog.fens.me/wp-admin/post.php?post=2445&action=edit&message=10" "DNSPod-Monitor/1.0"
210.22.158.134 - - [18/Sep/2013:03:55:13] "GET /wp-content/uploads/2013/08/rjava1.png HTTP/1.1" [200] 20 "http://blog.fens.me/nodejs-underscore/" "Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0"
221.217.18.235 - - [18/Sep/2013:08:52:25] "GET /nodejs-grunt-intro/?cf_action=sync_comments&post_id=1783 HTTP/1.1" [200] 17958 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
101.226.68.137 - - [18/Sep/2013:04:19:28] "HEAD / HTTP/1.1" [200] 32851 "-" "DNSPod-Monitor/1.0"
171.214.194.188 - - [18/Sep/2013:23:25:20] "GET /wp-content/uploads/2013/08/r-package.png HTTP/1.1" [200] 6437 "http://blog.fens.me/nodejs-bootstrap-select/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)"
218.69.11.90 - - [18/Sep/2013:06:29:21] "HEAD / HTTP/1.1" [302] 7200 "http://blog.fens.me/tag/linux/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
219.142.118.249 - - [18/Sep/2013:23:57:28] "HEAD /hadoop-mahout-roadmap/ HTTP/1.0" [200] 2128 "-" "Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0"
140.112.28.101 - - [18/Sep/2013:23:35:46] "GET /wp-content/themes/silesia/images/ico-meta.gif HTTP/1.1" [200] 2899 "http://blog.fens.me/nodejs-log4js/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDR; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; Tablet PC 2.0); 360Spider"
124.193.125.176 - - [18/Sep/2013:23:00:12] "GET /register.php HTTP/1.1" [200] 20 "http://blog.fens.me/series-rhadoop/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
183.195.232.138 - - [18/Sep/2013:05:48:35] "GET /wp-content/uploads/2013/08/rserve-nodejs.png HTTP/1.1" [200] 249 "http://www.fens.me/" "DNSPod-Monitor/1.0"
159.226.251.170 - - [18/Sep/2013:09:48:37] "GET /wp-content/themes/silesia/images/home-ico.png HTTP/1.1" [200] 1438 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
122.95.27.176 - - [18/Sep/2013:11:36:20] "GET /wp-content/themes/silesia/functions/js/shortcode.js HTTP/1.1" [200] 249 "http://blog.fens.me/r-json-rjson/" "DNSPod-Monitor/1.0"
195.110.138.105 - - [18/Sep/2013:06:31:28] "-" [200] 0 "http://blog.fens.me/rhadoop-hadoop/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0)"
183.195.232.138 - - [18/Sep/2013:08:22:50] "GET /wp-content/themes/silesia/js/jquery.cycle.all.min.js HTTP/1.1" [200] 1150 "-" "-"
111.192.165.229 - - [18/Sep/2013:12:01:30] "GET /feed/ HTTP/1.1" [200] 7784 "-" "DNSPod-Monitor/1.0"
58.177.135.108 - - [18/Sep/2013:20:45:44] "GET /wp-content/uploads/2013/06/photo-cos1-small.jpg HTTP/1.1" [200] 333 "http://blog.fens.me/" "Mozilla/4.0"
67.165.37.143 - - [18/Sep/2013:12:55:44] "HEAD / HTTP/1.1" [200] 1150 "http://blog.fens.me/page/2/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1;)"
218.103.86.74 - - [18/Sep/2013:05:43:32] "GET /wp-content/themes/silesia/images/crubms-div.png HTTP/1.1" [200] 20 "http://blog.fens.me/nodejs-underscore/" "Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0"
113.90.232.163 - - [18/Sep/2013:08:19:47] "GET //images/stories/3xp.php HTTP/1.1" [200] 0 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; MDDR; InfoPath.2; .NET4.0C)"
111.249.76.59 - - [18/Sep/2013:13:23:09] "GET / HTTP/1.1" [200] 1255 "http://blog.fens.me/wp-content/themes/silesia/style.css" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDR; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; Tablet PC 2.0); 360Spider"
219.143.205.38 - - [18/Sep/2013:22:30:03] "GET /nodejs-log4js/ HTTP/1.1" [200] 36 "-" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
27.210.9.151 - - [18/Sep/2013:21:55:53] "GET /site/wiki/6 HTTP/1.1" [304] 0 "http://www.fens.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
221.226.44.153 - - [18/Sep/2013:15:50:13] "-" [200] 20 "http://blog.fens.me/angularjs-webstorm-ide/" "Xianguo.com 1 Subscribers"
125.33.65.76 - - [18/Sep/2013:10:33:51] "GET /webadmin/ HTTP/1.1" [200] 7554 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
111.192.165.229 - - [18/Sep/2013:04:51:06] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" [200] 0 "-" "YisouSpider"
163.177.71.12 - - [18/Sep/2013:07:44:34] "GET /wp-content/uploads/2013/05/loginHome.png HTTP/1.1" [200] 475 "-" "DNSPod-Monitor/1.0"
183.195.232.138 - - [18/Sep/2013:02:27:47] "-" [200] 1962 "-" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
183.195.232.138 - - [18/Sep/2013:19:48:11] "GET /wp-content/themes/silesia/style.css HTTP/1.1" [200] 20 "http://www.dataguru.cn/article-3363-1.html" "DNSPod-Monitor/1.0"
114.222.165.222 - - [18/Sep/2013:19:54:47] "-" [200] 7554 "http://blog.fens.me/nodejs-bootstrap-paginator/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
183.60.177.228 - - [18/Sep/2013:07:00:08] "GET /wp-content/themes/silesia/js/load.js HTTP/1.1" [200] 62 "http://blog.fens.me/category/javascript%e8%af%ad%e8%a8%80%e5%ae%9e%e8%b7%b5/" "Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0"
114.222.41.251 - - [18/Sep/2013:14:54:05] "GET /mongodb-shard/?cf_action=sync_comments&post_id=368 HTTP/1.1" [200] 48 "-" "-"
182.148.111.151 - - [18/Sep/2013:17:07:03] "GET /wp-content/themes/silesia/images/ico-meta.gif HTTP/1.1" [200] 0 "http://blog.fens.me/nodejs-express3/" "DNSPod-Monitor/1.0"
120.197.59.7 - - [18/Sep/2013:04:25:38] "-" [200] 32851 "http://blog.fens.me/wp-includes/js/comment-reply.min.js?ver=3.6" "DNSPod-Monitor/1.0"
163.177.71.12 - - [18/Sep/2013:19:56:41] "GET /wp-content/themes/silesia/images/home-ico.png HTTP/1.1" [302] 249 "-" "-"
81.17.28.58 - - [18/Sep/2013:16:59:45] "GET /2013/page/3/ HTTP/1.1" [304] 1103 "http://blog.fens.me/nodejs-socketio-chat/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
58.210.189.98 - - [18/Sep/2013:00:10:43] "GET /wp-includes/images/smilies/icon_smile.gif HTTP/1.1" [304] 1846 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
60.247.77.253 - - [18/Sep/2013:18:53:24] "POST /wp-admin/admin-ajax.php HTTP/1.1" [200] 48 "http://blog.fens.me/r-density/" "DNSPod-Monitor/1.0"
101.226.68.137 - - [18/Sep/2013:10:56:23] "GET /feed/ HTTP/1.1" [200] 1018 "-" "Mozilla/5.0 (compatible;YoudaoFeedFetcher/1.0;http://www.youdao.com/help/reader/faq/topic006/;1 subscribers;)"
125.33.65.76 - - [18/Sep/2013:07:18:23] "HEAD / HTTP/1.1" [200] 14841 "http://blog.fens.me/hadoop-hive-intro/" "DNSPod-Monitor/1.0"
14.192.215.164 - - [18/Sep/2013:17:37:27] "-" [200] 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
203.192.6.59 - - [18/Sep/2013:00:46:36] "GET /wp-content/themes/silesia/functions/js/shortcode.js HTTP/1.1" [200] 2128 "http://blog.fens.me/category/hadoop-action/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
116.231.193.1 - - [18/Sep/2013:13:31:26] "GET /wp-content/themes/silesia/images/slide-bg.png HTTP/1.1" [200] 2899 "http://blog.fens.me/tag/%E6%9E%81%E5%AE%A2/" "DNSPod-Monitor/1.0"
111.192.165.229 - - [18/Sep/2013:16:19:33] "GET /site/about HTTP/1.1" [400] 20 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
113.90.232.163 - - [18/Sep/2013:17:59:46] "GET /wp-includes/js/comment-reply.min.js?ver=3.6 HTTP/1.1" [200] 72544 "http://blog.fens.me/vps-ip-dns/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
101.226.68.137 - - [18/Sep/2013:06:38:58] "GET /wp-content/themes/silesia/images/sprites/post-type.png HTTP/1.1" [200] 14315 "-" "DNSPod-Monitor/1.0"
101.226.68.137 - - [18/Sep/2013:06:57:05] "GET /index.php/quiz/index?category=3 HTTP/1.1" [200] 102525 "http://blog.fens.me/angularjs-ngtable-update/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
111.192.165.229 - - [18/Sep/2013:04:52:42] "-" [200] 126129 "http://blog.fens.me/r-rserve-nodejs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0"
121.32.130.122 - - [18/Sep/2013:07:22:47] "GET /js/google.js HTTP/1.1" [200] 76522 "http://blog.fens.me/hadoop-base-kvm/" "-"
101.226.33.225 - - [18/Sep/2013:15:11:21] "HEAD / HTTP/1.1" [499] 30416 "http://blog.fens.me/r-json-rjson/" "-"
163.177.71.12 - - [18/Sep/2013:18:36:41] "HEAD / HTTP/1.1" [200] 6428 "http://blog.fens.me/category/hadoop-action/" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
112.10.84.236 - - [18/Sep/2013:17:44:31] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" [200] 2899 "http://www.leonarding.com/26686207/action-spacelist-starttime-1325347199" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
101.226.68.137 - - [18/Sep/2013:11:43:57] "GET /js/google.js HTTP/1.1" [200] 20 "http://blog.fens.me/java-websocket-intro/" "-"
114.252.89.91 - - [18/Sep/2013:14:02:26] "GET /wp-content/uploads/2013/08/angularjs.png HTTP/1.1" [200] 20 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
163.177.71.12 - - [18/Sep/2013:00:56:25] "-" [200] 178528 "http://blog.fens.me/tag/linux/" "WordPress/3.6; http://blog.fens.me"
183.195.232.138 - - [18/Sep/2013:08:14:07] "GET /wp-content/themes/silesia/style.css HTTP/1.0" [200] 4042 "http://blog.fens.me/category/r-lang/" "Mozilla/5.0 (Windows NT 6.2; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
130.14.254.24 - - [18/Sep/2013:01:28:46] "GET /wp-content/uploads/2013/08/grunt.png HTTP/1.1" [200] 786 "http://www.100rmb.info/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)"
130.192.1.81 - - [18/Sep/2013:00:54:02] "GET /wp-content/uploads/2013/07/jdk-arch.png HTTP/1.1" [301] 11539 "http://blog.fens.me/wp-admin/post.php?post=2445&action=edit&message=10" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
120.42.97.63 - - [18/Sep/2013:06:34:48] "-" [200] 20823 "http://blog.fens.me/r-json-rjson/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; SE 2.X MetaSr 1.0)"
220.181.89.174 - - [18/Sep/2013:08:38:27] "GET /wp-content/themes/silesia/images/slide-bg.png HTTP/1.1" [200] 0 "http://blog.fens.me/hadoop-mahout-roadmap/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
208.43.225.84 - - [18/Sep/2013:03:11:05] "GET /wp-content/themes/silesia/images/sprites/post-type.png HTTP/1.1" [200] 16193 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17"
163.177.71.12 - - [18/Sep/2013:10:30:22] "GET /wp-content/themes/silesia/images/slide-bg.png HTTP/1.1" [200] 0 "http://blog.fens.me/nodejs-stylus-css/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
183.195.232.138 - - [18/Sep/2013:09:05:37] "GET /wp-content/themes/silesia/js/load.js HTTP/1.1" [200] 19939 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
87.110.220.55 - - [18/Sep/2013:13:33:18] "GET /wp-content/uploads/2013/07/rstudio-login.png HTTP/1.0" [404] 0 "http://blog.fens.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
101.229.210.118 - - [18/Sep/2013:08:04:33] "GET /wp-content/themes/silesia/images/ico-twitter.png HTTP/1.1" [200] 34090 "http://blog.fens.me/vpn-pptp-client-ubuntu/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
163.177.71.12 - - [18/Sep/2013:07:34:03] "GET /tag/douban/ HTTP/1.1" [200] 5 "http://blog.fens.me/wp-content/themes/silesia/style.css" "DNSPod-Monitor/1.0"
114.252.89.91 - - [18/Sep/2013:19:48:38] "HEAD / HTTP/1.1" [200] 0 "http://blog.fens.me/wp-admin/post.php?post=2445&action=edit&message=10" "DNSPod-Monitor/1.0"
130.192.1.81 - - [18/Sep/2013:02:23:27] "HEAD / HTTP/1.1" [200] 2899 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDR; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; Tablet PC 2.0); 360Spider"
114.252.89.91 - - [18/Sep/2013:03:41:45] "GET /nodejs-async-windjs/ HTTP/1.1" [200] 7784 "-" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16"
101.226.68.137 - - [18/Sep/2013:23:44:50] "HEAD / HTTP/1.1" [200] 64987 "http://blog.fens.me/nodejs-karma-jasmine/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:22.0) Gecko/20100101 Firefox/22.0"
137.132.3.9 - - [18/Sep/2013:06:40:41] "HEAD / HTTP/1.1" [200] 26334 "http://blog.fens.me/wp-admin/post-new.php" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
222.44.41.33 - - [18/Sep/2013:07:02:58] "HEAD / HTTP/1.1" [200] 7200 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
58.23.89.187 - - [18/Sep/2013:07:32:53] "GET /feed/ HTTP/1.1" [200] 2009 "http://blog.fens.me/nodejs-mongodb-regexp/" "DNSPod-Monitor/1.0"
210.21.121.52 - - [18/Sep/2013:10:08:13] "GET /js/google.js HTTP/1.1" [200] 1438 "http://blog.fens.me/nodejs-mongoose-json/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; MALC)"
58.61.218.30 - - [18/Sep/2013:03:08:29] "-" [200] 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
123.116.73.157 - - [18/Sep/2013:13:31:42] "HEAD / HTTP/1.1" [400] 5 "http://blog.fens.me/cassandra-clustor/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; MALC)"
61.135.190.104 - - [18/Sep/2013:02:10:41] "HEAD / HTTP/1.1" [200] 20 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDR; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; Tablet PC 2.0); 360Spider"
101.226.68.137 - - [18/Sep/2013:06:31:41] "HEAD / HTTP/1.1" [404] 93128 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
1.206.126.5 - - [18/Sep/2013:07:35:22] "GET /wp-content/themes/silesia/images/sprites/post-type.png HTTP/1.1" [400] 58 "-" "DNSPod-Monitor/1.0"
101.226.68.137 - - [18/Sep/2013:21:47:51] "GET /wp-content/themes/silesia/images/slide-bg.png HTTP/1.1" [200] 54147 "http://blog.fens.me/hadoop-mahout-roadmap/" "DNSPod-Monitor/1.0"
182.118.22.215 - - [18/Sep/2013:23:30:58] "GET /wp-includes/js/jquery/jquery.js?ver=1.10.2 HTTP/1.1" [200] 0 "http://blog.fens.me/angularjs-webstorm-ide/" "DNSPod-Monitor/1.0"
163.177.71.12 - - [18/Sep/2013:07:20:34] "GET /series-it-finance/?cf_action=sync_comments&post_id=1269 HTTP/1.1" [200] 51813 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Win64; x64; Trident/5.0; .NET CLR 2.0.50727; SLCC2; .NET4.0C; .NET4.0E)"
222.70.152.149 - - [18/Sep/2013:05:53:17] "GET /wp-content/uploads/2013/09/HadoopMahoutRoadmap.png HTTP/1.1" [200] 1438 "http://blog.fens.me/rhadoop-rhadoop/" "Mozilla/5.0 (compatible; MJ12bot/v1.4.4; http://www.majestic12.co.uk/bot.php?+)"
163.177.71.12 - - [18/Sep/2013:11:58:23] "GET /wp-content/uploads/2013/05/favicon.ico HTTP/1.1" [200] 7554 "http://blog.fens.me/wp-admin/post.php?post=2445&action=edit&message=10" "-"
111.192.165.229 - - [18/Sep/2013:04:13:37] "GET /page/8/ HTTP/1.1" [200] 20 "http://www.fens.me/" "-"
210.72.8.23 - - [18/Sep/2013:15:18:42] "GET /nodejs-socketio-chat/?cf_action=sync_comments&post_id=1928 HTTP/1.1" [200] 20 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
183.195.232.138 - - [18/Sep/2013:06:38:06] "GET /28420564/ HTTP/1.1" [200] 0 "http://blog.fens.me/series-rhadoop/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36 RedApricot/0.6.9 (f34f0d27-43db-474b-83c9-1b20364b7229)"
124.42.13.230 - - [18/Sep/2013:06:46:52] "GET /wp-content/uploads/2013/08/webstorm4.png HTTP/1.1" [200] 2128 "http://blog.fens.me/rhadoop-hadoop/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
111.249.76.59 - - [18/Sep/2013:17:36:31] "GET /wp-includes/js/comment-reply.min.js?ver=3.6 HTTP/1.1" [200] 7784 "http://blog.fens.me/zookeeper-queue/" "DNSPod-Monitor/1.0"
66.249.66.84 - - [18/Sep/2013:23:45:04] "GET /js/baidu.js HTTP/1.1" [200] 249 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.83 Safari/535.11"
101.226.168.205 - - [18/Sep/2013:10:25:03] "-" [200] 20 "http://blog.fens.me/category/hadoop-action/" "DNSPod-Monitor/1.0"
101.226.68.137 - - [18/Sep/2013:03:53:46] "HEAD / HTTP/1.1" [404] 0 "http://blog.fens.me/r-rjava-java/" "Mozilla/5.0 (compatible; SiteExplorer/1.0b; +http://siteexplorer.info/)"
121.0.29.194 - - [18/Sep/2013:13:34:57] "GET /dataguru-beijing-meeting-20130616/ HTTP/1.1" [200] 0 "http://blog.fens.me/category/hadoop-action/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9.2.15) Gecko/20110303 Firefox/3.6.15"
110.83.89.182 - - [18/Sep/2013:00:23:01] "GET /wp-content/uploads/2013/05/favicon.ico HTTP/1.1" [302] 20 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
130.14.254.24 - - [18/Sep/2013:21:22:29] "-" [200] 88091 "-" "DNSPod-Monitor/1.0"
